run_path,folder_name,status,complete,needs_attention,orientation,termination,layers,calculation_type,formula,nat,ntyp,n_C,n_H,n_other,species,pseudopotentials,pseudo_consistency,cutoff_notes,relax_converged,functional_reference,pseudo_set_reference,a0_reference_angstrom,bulk_modulus_reference_gpa,energy_ry,energy_ev,energy_per_atom_ry,energy_per_atom_ev,energy_per_C_ry,bulk_reference_energy_per_C_ry,carbon_bulk_subtracted_energy_ry,surface_energy_status,surface_energy_ev_angstrom2,surface_energy_j_m2,cell_area_angstrom2,cell_height_angstrom,carbon_zmin_angstrom,carbon_zmax_angstrom,carbon_thickness_angstrom,vacuum_estimate_angstrom,pressure_kbar,stress_xx_kbar,stress_yy_kbar,stress_zz_kbar,stress_xy_kbar,stress_xz_kbar,stress_yz_kbar,final_force_ry_bohr,scf_iterations,ionic_steps,wall_time,warnings,errors
results/slabs/C100_2x1_H_6L_sym_strain_x_p0p010_scf,C100_2x1_H_6L_sym_strain_x_p0p010_scf,JOB DONE,True,False,(100),H,6,scf,C24H8,32,2,24,8,0,C H,C:C.pbe-n-kjpaw_psl.1.0.0.UPF; H:H_ONCV_PBE-1.0.oncvpsp.upf,ok,ecutwfc_below_reference; ecutrho_below_reference,,PBE,SSSP 1.3.0 Precision,3.573641,445.116,-451.78399019,-6146.8343284068715,-14.1182496934375,-192.08857276271473,-18.824332924583334,-18.434062040006033,-9.366501229855203,not_computed_missing_H_chemical_potential,,,25.797238201330238,14.50130008,5.1046946671,9.3966055182,4.291910851099999,10.209389228900001,-31.3,-35.73,-51.38,-6.77,0.0,0.0,0.0,0.008023,14,,,"negative rho (up, down):  4.643E-06 0.000E+00; negative rho (up, down):  1.488E-05 0.000E+00; negative rho (up, down):  4.933E-05 0.000E+00; negative rho (up, down):  6.955E-05 0.000E+00; negative rho (up, down):  8.741E-05 0.000E+00; negative rho (up, down):  7.252E-05 0.000E+00; negative rho (up, down):  7.289E-05 0.000E+00; negative rho (up, down):  7.179E-05 0.000E+00; negative rho (up, down):  7.113E-05 0.000E+00; negative rho (up, down):  7.107E-05 0.000E+00; negative rho (up, down):  7.098E-05 0.000E+00; negative rho (up, down):  7.110E-05 0.000E+00; negative rho (up, down):  7.123E-05 0.000E+00; negative rho (up, down):  7.133E-05 0.000E+00; negative rho (up, down):  7.165E-05 0.000E+00",
results/slabs/C100_2x1_H_6L_sym_strain_y_m0p005_scf,C100_2x1_H_6L_sym_strain_y_m0p005_scf,JOB DONE,True,False,(100),H,6,scf,C24H8,32,2,24,8,0,C H,C:C.pbe-n-kjpaw_psl.1.0.0.UPF; H:H_ONCV_PBE-1.0.oncvpsp.upf,ok,ecutwfc_below_reference; ecutrho_below_reference,,PBE,SSSP 1.3.0 Precision,3.573641,445.116,-451.78938006,-6146.907661324064,-14.118418126875,-192.090864416377,-18.8245575025,-18.434062040006033,-9.37189109985519,not_computed_missing_H_chemical_potential,,,25.414110901057786,14.50130008,5.1046946671,9.3966055182,4.291910851099999,10.209389228900001,-7.89,6.73,-29.99,-0.42,0.0,0.0,0.0,0.011886,14,,,"negative rho (up, down):  4.017E-06 0.000E+00; negative rho (up, down):  1.322E-05 0.000E+00; negative rho (up, down):  4.565E-05 0.000E+00; negative rho (up, down):  6.597E-05 0.000E+00; negative rho (up, down):  8.319E-05 0.000E+00; negative rho (up, down):  6.899E-05 0.000E+00; negative rho (up, down):  6.961E-05 0.000E+00; negative rho (up, down):  6.836E-05 0.000E+00; negative rho (up, down):  6.771E-05 0.000E+00; negative rho (up, down):  6.762E-05 0.000E+00; negative rho (up, down):  6.753E-05 0.000E+00; negative rho (up, down):  6.764E-05 0.000E+00; negative rho (up, down):  6.775E-05 0.000E+00; negative rho (up, down):  6.784E-05 0.000E+00; negative rho (up, down):  6.814E-05 0.000E+00",
results/slabs/C100_2x1_H_6L_sym_strain_y_m0p010_scf,C100_2x1_H_6L_sym_strain_y_m0p010_scf,JOB DONE,True,False,(100),H,6,scf,C24H8,32,2,24,8,0,C H,C:C.pbe-n-kjpaw_psl.1.0.0.UPF; H:H_ONCV_PBE-1.0.oncvpsp.upf,ok,ecutwfc_below_reference; ecutrho_below_reference,,PBE,SSSP 1.3.0 Precision,3.573641,445.116,-451.79081596,-6146.927197738819,-14.11846299875,-192.0914749293381,-18.824617331666666,-18.434062040006033,-9.37332699985518,not_computed_missing_H_chemical_potential,,,25.286401801303896,14.50130008,5.1046946671,9.3966055182,4.291910851099999,10.209389228900001,0.1,7.34,-8.52,1.47,0.0,0.0,0.0,0.024469,14,,,"negative rho (up, down):  4.672E-06 0.000E+00; negative rho (up, down):  1.449E-05 0.000E+00; negative rho (up, down):  4.711E-05 0.000E+00; negative rho (up, down):  6.658E-05 0.000E+00; negative rho (up, down):  8.484E-05 0.000E+00; negative rho (up, down):  7.112E-05 0.000E+00; negative rho (up, down):  7.226E-05 0.000E+00; negative rho (up, down):  7.126E-05 0.000E+00; negative rho (up, down):  7.070E-05 0.000E+00; negative rho (up, down):  7.063E-05 0.000E+00; negative rho (up, down):  7.056E-05 0.000E+00; negative rho (up, down):  7.066E-05 0.000E+00; negative rho (up, down):  7.077E-05 0.000E+00; negative rho (up, down):  7.085E-05 0.000E+00",
results/slabs/C100_2x1_H_6L_sym_strain_y_p0p000_scf,C100_2x1_H_6L_sym_strain_y_p0p000_scf,JOB DONE,True,False,(100),H,6,scf,C24H8,32,2,24,8,0,C H,C:C.pbe-n-kjpaw_psl.1.0.0.UPF; H:H_ONCV_PBE-1.0.oncvpsp.upf,ok,ecutwfc_below_reference; ecutrho_below_reference,,PBE,SSSP 1.3.0 Precision,3.573641,445.116,-451.78613064,-6146.863450712717,-14.1183165825,-192.0894828347724,-18.82442211,-18.434062040006033,-9.368641679855216,not_computed_missing_H_chemical_potential,,,25.541820001317067,14.50130008,5.1046946671,9.3966055182,4.291910851099999,10.209389228900001,-15.61,6.11,-50.71,-2.23,0.0,0.0,0.0,0.000205,14,,,"SCF correction compared to forces is large: reduce conv_thr to get better values; negative rho (up, down):  4.199E-06 0.000E+00; negative rho (up, down):  1.348E-05 0.000E+00; negative rho (up, down):  4.637E-05 0.000E+00; negative rho (up, down):  6.431E-05 0.000E+00; negative rho (up, down):  8.247E-05 0.000E+00; negative rho (up, down):  6.859E-05 0.000E+00; negative rho (up, down):  6.907E-05 0.000E+00; negative rho (up, down):  6.791E-05 0.000E+00; negative rho (up, down):  6.723E-05 0.000E+00; negative rho (up, down):  6.714E-05 0.000E+00; negative rho (up, down):  6.711E-05 0.000E+00; negative rho (up, down):  6.724E-05 0.000E+00; negative rho (up, down):  6.737E-05 0.000E+00; negative rho (up, down):  6.748E-05 0.000E+00; negative rho (up, down):  6.779E-05 0.000E+00",
results/slabs/C100_2x1_H_6L_sym_strain_y_p0p005_scf,C100_2x1_H_6L_sym_strain_y_p0p005_scf,JOB DONE,True,False,(100),H,6,scf,C24H8,32,2,24,8,0,C H,C:C.pbe-n-kjpaw_psl.1.0.0.UPF; H:H_ONCV_PBE-1.0.oncvpsp.upf,ok,ecutwfc_below_reference; ecutrho_below_reference,,PBE,SSSP 1.3.0 Precision,3.573641,445.116,-451.78117284,-6146.795996407352,-14.11816165125,-192.08737488772974,-18.824215535,-18.434062040006033,-9.363683879855216,not_computed_missing_H_chemical_potential,,,25.669529101070957,14.50130008,5.1046946671,9.3966055182,4.291910851099999,10.209389228900001,-23.06,5.5,-70.7,-3.99,0.0,0.0,0.0,0.011723,14,,,"negative rho (up, down):  4.540E-06 0.000E+00; negative rho (up, down):  1.465E-05 0.000E+00; negative rho (up, down):  4.799E-05 0.000E+00; negative rho (up, down):  6.562E-05 0.000E+00; negative rho (up, down):  8.346E-05 0.000E+00; negative rho (up, down):  6.913E-05 0.000E+00; negative rho (up, down):  6.946E-05 0.000E+00; negative rho (up, down):  6.806E-05 0.000E+00; negative rho (up, down):  6.735E-05 0.000E+00; negative rho (up, down):  6.718E-05 0.000E+00; negative rho (up, down):  6.706E-05 0.000E+00; negative rho (up, down):  6.715E-05 0.000E+00; negative rho (up, down):  6.727E-05 0.000E+00; negative rho (up, down):  6.736E-05 0.000E+00; negative rho (up, down):  6.767E-05 0.000E+00",
results/slabs/C100_2x1_H_6L_sym_strain_y_p0p010_scf,C100_2x1_H_6L_sym_strain_y_p0p010_scf,JOB DONE,True,False,(100),H,6,scf,C24H8,32,2,24,8,0,C H,C:C.pbe-n-kjpaw_psl.1.0.0.UPF; H:H_ONCV_PBE-1.0.oncvpsp.upf,ok,ecutwfc_below_reference; ecutrho_below_reference,,PBE,SSSP 1.3.0 Precision,3.573641,445.116,-451.77455237,-6146.7059203242015,-14.1179547615625,-192.0845600101313,-18.82393968208333,-18.434062040006033,-9.357063409855186,not_computed_missing_H_chemical_potential,,,25.797238201330238,14.50130008,5.1046946671,9.3966055182,4.291910851099999,10.209389228900001,-30.26,4.89,-90.0,-5.69,0.0,0.0,0.0,0.022827,14,,,"negative rho (up, down):  4.554E-06 0.000E+00; negative rho (up, down):  1.428E-05 0.000E+00; negative rho (up, down):  4.837E-05 0.000E+00; negative rho (up, down):  6.572E-05 0.000E+00; negative rho (up, down):  8.419E-05 0.000E+00; negative rho (up, down):  6.982E-05 0.000E+00; negative rho (up, down):  7.043E-05 0.000E+00; negative rho (up, down):  6.934E-05 0.000E+00; negative rho (up, down):  6.868E-05 0.000E+00; negative rho (up, down):  6.861E-05 0.000E+00; negative rho (up, down):  6.850E-05 0.000E+00; negative rho (up, down):  6.863E-05 0.000E+00; negative rho (up, down):  6.876E-05 0.000E+00; negative rho (up, down):  6.885E-05 0.000E+00; negative rho (up, down):  6.917E-05 0.000E+00",
results/slabs/C100_2x1_H_6L_sym_stress_scf,C100_2x1_H_6L_sym_stress_scf,JOB DONE,True,False,(100),H,6,scf,C24H8,32,2,24,8,0,C H,C:C.pbe-n-kjpaw_psl.1.0.0.UPF; H:H_ONCV_PBE-1.0.oncvpsp.upf,ok,ecutwfc_below_reference; ecutrho_below_reference,,PBE,SSSP 1.3.0 Precision,3.573641,445.116,-451.78613064,-6146.863450712717,-14.1183165825,-192.0894828347724,-18.82442211,-18.434062040006033,-9.368641679855216,not_computed_missing_H_chemical_potential,,,25.541820001317067,14.50130008,5.1046946671,9.3966055182,4.291910851099999,10.209389228900001,-15.61,6.11,-50.71,-2.23,0.0,0.0,0.0,0.000205,14,,,"SCF correction compared to forces is large: reduce conv_thr to get better values; negative rho (up, down):  4.199E-06 0.000E+00; negative rho (up, down):  1.348E-05 0.000E+00; negative rho (up, down):  4.637E-05 0.000E+00; negative rho (up, down):  6.431E-05 0.000E+00; negative rho (up, down):  8.247E-05 0.000E+00; negative rho (up, down):  6.859E-05 0.000E+00; negative rho (up, down):  6.907E-05 0.000E+00; negative rho (up, down):  6.791E-05 0.000E+00; negative rho (up, down):  6.723E-05 0.000E+00; negative rho (up, down):  6.714E-05 0.000E+00; negative rho (up, down):  6.711E-05 0.000E+00; negative rho (up, down):  6.724E-05 0.000E+00; negative rho (up, down):  6.737E-05 0.000E+00; negative rho (up, down):  6.748E-05 0.000E+00; negative rho (up, down):  6.779E-05 0.000E+00",
results/slabs/C110_1x1_H_6L_SSSP_sym,C110_1x1_H_6L_SSSP_sym,JOB DONE,True,False,(110),H,6,relax,C12H4,16,2,12,4,0,C H,C:C.pbe-n-kjpaw_psl.1.0.0.UPF; H:H_ONCV_PBE-1.0.oncvpsp.upf,ok,ecutwfc_below_reference; ecutrho_below_reference,True,PBE,SSSP 1.3.0 Precision,3.573641,445.116,-225.9384153096,-3074.048743397987,-14.12115095685,-192.1280464623742,-18.8282012758,-18.434062040006033,-4.729670829527606,not_computed_missing_H_chemical_potential,,,9.03039704418498,16.09732701,4.9161960519,11.1811309481,6.2649348962,9.832392113800001,,,,,,,,0.000266,6,7,,"negative rho (up, down):  1.303E-07 0.000E+00; negative rho (up, down):  1.177E-06 0.000E+00; negative rho (up, down):  9.374E-06 0.000E+00; negative rho (up, down):  1.976E-05 0.000E+00; negative rho (up, down):  2.715E-05 0.000E+00; negative rho (up, down):  2.663E-05 0.000E+00; negative rho (up, down):  2.746E-05 0.000E+00; negative rho (up, down):  2.720E-05 0.000E+00; negative rho (up, down):  2.719E-05 0.000E+00; negative rho (up, down):  2.723E-05 0.000E+00; negative rho (up, down):  2.731E-05 0.000E+00; negative rho (up, down):  2.740E-05 0.000E+00; negative rho (up, down):  2.764E-05 0.000E+00; negative rho (up, down):  2.627E-05 0.000E+00; negative rho (up, down):  2.499E-05 0.000E+00; negative rho (up, down):  2.467E-05 0.000E+00; negative rho (up, down):  2.453E-05 0.000E+00; negative rho (up, down):  2.477E-05 0.000E+00; negative rho (up, down):  2.470E-05 0.000E+00; negative rho (up, down):  2.468E-05 0.000E+00; negative rho (up, down):  2.459E-05 0.000E+00; negative rho (up, down):  2.458E-05 0.000E+00; negative rho (up, down):  2.535E-05 0.000E+00; negative rho (up, down):  2.560E-05 0.000E+00; negative rho (up, down):  2.559E-05 0.000E+00; negative rho (up, down):  2.536E-05 0.000E+00; negative rho (up, down):  2.523E-05 0.000E+00; negative rho (up, down):  2.515E-05 0.000E+00; negative rho (up, down):  2.512E-05 0.000E+00; negative rho (up, down):  2.511E-05 0.000E+00; negative rho (up, down):  2.568E-05 0.000E+00; negative rho (up, down):  2.557E-05 0.000E+00; negative rho (up, down):  2.517E-05 0.000E+00; negative rho (up, down):  2.497E-05 0.000E+00; negative rho (up, down):  2.475E-05 0.000E+00; negative rho (up, down):  2.473E-05 0.000E+00; negative rho (up, down):  2.474E-05 0.000E+00; negative rho (up, down):  2.482E-05 0.000E+00; negative rho (up, down):  2.389E-05 0.000E+00; negative rho (up, down):  2.352E-05 0.000E+00; negative rho (up, down):  2.329E-05 0.000E+00; negative rho (up, down):  2.330E-05 0.000E+00; negative rho (up, down):  2.328E-05 0.000E+00; negative rho (up, down):  2.280E-05 0.000E+00; negative rho (up, down):  2.258E-05 0.000E+00; negative rho (up, down):  2.221E-05 0.000E+00; negative rho (up, down):  2.204E-05 0.000E+00; negative rho (up, down):  2.203E-05 0.000E+00; negative rho (up, down):  2.151E-05 0.000E+00; negative rho (up, down):  2.144E-05 0.000E+00; negative rho (up, down):  2.134E-05 0.000E+00; negative rho (up, down):  2.137E-05 0.000E+00; negative rho (up, down):  2.138E-05 0.000E+00; negative rho (up, down):  2.117E-05 0.000E+00; negative rho (up, down):  2.119E-05 0.000E+00; negative rho (up, down):  2.123E-05 0.000E+00; negative rho (up, down):  2.127E-05 0.000E+00; negative rho (up, down):  2.130E-05 0.000E+00; negative rho (up, down):  2.126E-05 0.000E+00; negative rho (up, down):  2.129E-05 0.000E+00; negative rho (up, down):  2.131E-05 0.000E+00; pw.in declares H:H.pbe-kjpaw_psl.1.0.0.UPF but pw.out shows H:H_ONCV_PBE-1.0.oncvpsp.upf was actually read",
results/slabs/C110_1x1_H_6L_SSSP_sym_strain_biaxial_m0p005_scf,C110_1x1_H_6L_SSSP_sym_strain_biaxial_m0p005_scf,JOB DONE,True,False,(110),H,6,scf,C12H4,16,2,12,4,0,C H,C:C.pbe-n-kjpaw_psl.1.0.0.UPF; H:H_ONCV_PBE-1.0.oncvpsp.upf,ok,ecutwfc_below_reference; ecutrho_below_reference,,PBE,SSSP 1.3.0 Precision,3.573641,445.116,-225.93475582,-3073.9989535055024,-14.12092223875,-192.1249345940939,-18.827896318333334,-18.434062040006033,-4.726011339927595,not_computed_missing_H_chemical_potential,,,8.940318833669235,16.09732701,4.9161960519,11.1811309481,6.2649348962,9.832392113800001,45.62,55.25,79.89,1.71,0.0,0.0,0.0,0.007028,13,,47.88,"negative rho (up, down):  1.133E-07 0.000E+00; negative rho (up, down):  8.324E-07 0.000E+00; negative rho (up, down):  7.938E-06 0.000E+00; negative rho (up, down):  1.699E-05 0.000E+00; negative rho (up, down):  2.161E-05 0.000E+00; negative rho (up, down):  2.044E-05 0.000E+00; negative rho (up, down):  2.039E-05 0.000E+00; negative rho (up, down):  1.994E-05 0.000E+00; negative rho (up, down):  1.980E-05 0.000E+00; negative rho (up, down):  1.971E-05 0.000E+00; negative rho (up, down):  1.972E-05 0.000E+00; negative rho (up, down):  1.974E-05 0.000E+00; negative rho (up, down):  1.977E-05 0.000E+00; negative rho (up, down):  1.988E-05 0.000E+00",
results/slabs/C110_1x1_H_6L_SSSP_sym_strain_biaxial_m0p010_scf,C110_1x1_H_6L_SSSP_sym_strain_biaxial_m0p010_scf,JOB DONE,True,False,(110),H,6,scf,C12H4,16,2,12,4,0,C H,C:C.pbe-n-kjpaw_psl.1.0.0.UPF; H:H_ONCV_PBE-1.0.oncvpsp.upf,ok,ecutwfc_below_reference; ecutrho_below_reference,,PBE,SSSP 1.3.0 Precision,3.573641,445.116,-225.92903182,-3073.9210745180667,-14.12056448875,-192.12006715737917,-18.827419318333334,-18.434062040006033,-4.720287339927609,not_computed_missing_H_chemical_potential,,,8.850692143005698,16.09732701,4.9161960519,11.1811309481,6.2649348962,9.832392113800001,68.71,89.53,110.04,6.58,0.0,0.0,0.0,0.014609,13,,46.89,"negative rho (up, down):  1.509E-07 0.000E+00; negative rho (up, down):  1.075E-06 0.000E+00; negative rho (up, down):  7.975E-06 0.000E+00; negative rho (up, down):  1.700E-05 0.000E+00; negative rho (up, down):  2.173E-05 0.000E+00; negative rho (up, down):  2.062E-05 0.000E+00; negative rho (up, down):  2.034E-05 0.000E+00; negative rho (up, down):  1.986E-05 0.000E+00; negative rho (up, down):  1.971E-05 0.000E+00; negative rho (up, down):  1.961E-05 0.000E+00; negative rho (up, down):  1.962E-05 0.000E+00; negative rho (up, down):  1.965E-05 0.000E+00; negative rho (up, down):  1.969E-05 0.000E+00; negative rho (up, down):  1.984E-05 0.000E+00",
results/slabs/C110_1x1_H_6L_SSSP_sym_strain_biaxial_p0p000_scf,C110_1x1_H_6L_SSSP_sym_strain_biaxial_p0p000_scf,JOB DONE,True,False,(110),H,6,scf,C12H4,16,2,12,4,0,C H,C:C.pbe-n-kjpaw_psl.1.0.0.UPF; H:H_ONCV_PBE-1.0.oncvpsp.upf,ok,ecutwfc_below_reference; ecutrho_below_reference,,PBE,SSSP 1.3.0 Precision,3.573641,445.116,-225.93841531,-3074.0487434034294,-14.121150956875,-192.12804646271434,-18.828201275833333,-18.434062040006033,-4.729670829927613,not_computed_missing_H_chemical_potential,,,9.03039704418498,16.09732701,4.9161960519,11.1811309481,6.2649348962,9.832392113800001,23.56,22.7,50.85,-2.89,0.0,0.0,0.0,0.000269,13,,48.81,"SCF correction compared to forces is large: reduce conv_thr to get better values; negative rho (up, down):  1.120E-07 0.000E+00; negative rho (up, down):  1.071E-06 0.000E+00; negative rho (up, down):  7.825E-06 0.000E+00; negative rho (up, down):  1.637E-05 0.000E+00; negative rho (up, down):  2.174E-05 0.000E+00; negative rho (up, down):  2.125E-05 0.000E+00; negative rho (up, down):  2.150E-05 0.000E+00; negative rho (up, down):  2.119E-05 0.000E+00; negative rho (up, down):  2.111E-05 0.000E+00; negative rho (up, down):  2.107E-05 0.000E+00; negative rho (up, down):  2.110E-05 0.000E+00; negative rho (up, down):  2.115E-05 0.000E+00; negative rho (up, down):  2.118E-05 0.000E+00; negative rho (up, down):  2.130E-05 0.000E+00",
results/slabs/C110_1x1_H_6L_SSSP_sym_strain_biaxial_p0p005_scf,C110_1x1_H_6L_SSSP_sym_strain_biaxial_p0p005_scf,JOB DONE,True,False,(110),H,6,scf,C12H4,16,2,12,4,0,C H,C:C.pbe-n-kjpaw_psl.1.0.0.UPF; H:H_ONCV_PBE-1.0.oncvpsp.upf,ok,ecutwfc_below_reference; ecutrho_below_reference,,PBE,SSSP 1.3.0 Precision,3.573641,445.116,-225.94007522,-3074.071327629501,-14.12125470125,-192.1294579768438,-18.828339601666666,-18.434062040006033,-4.731330739927614,not_computed_missing_H_chemical_potential,,,9.120926774552935,16.09732701,4.9161960519,11.1811309481,6.2649348962,9.832392113800001,2.49,-8.21,22.89,-7.22,0.0,0.0,0.0,0.006487,13,,51.05,"negative rho (up, down):  7.206E-08 0.000E+00; negative rho (up, down):  9.772E-07 0.000E+00; negative rho (up, down):  7.723E-06 0.000E+00; negative rho (up, down):  1.711E-05 0.000E+00; negative rho (up, down):  2.278E-05 0.000E+00; negative rho (up, down):  2.158E-05 0.000E+00; negative rho (up, down):  2.207E-05 0.000E+00; negative rho (up, down):  2.154E-05 0.000E+00; negative rho (up, down):  2.149E-05 0.000E+00; negative rho (up, down):  2.146E-05 0.000E+00; negative rho (up, down):  2.151E-05 0.000E+00; negative rho (up, down):  2.157E-05 0.000E+00; negative rho (up, down):  2.162E-05 0.000E+00; negative rho (up, down):  2.179E-05 0.000E+00",
results/slabs/C110_1x1_H_6L_SSSP_sym_strain_biaxial_p0p010_scf,C110_1x1_H_6L_SSSP_sym_strain_biaxial_p0p010_scf,JOB DONE,True,False,(110),H,6,scf,C12H4,16,2,12,4,0,C H,C:C.pbe-n-kjpaw_psl.1.0.0.UPF; H:H_ONCV_PBE-1.0.oncvpsp.upf,ok,ecutwfc_below_reference; ecutrho_below_reference,,PBE,SSSP 1.3.0 Precision,3.573641,445.116,-225.93981853,-3074.067835184133,-14.121238658125,-192.1292396990083,-18.828318210833334,-18.434062040006033,-4.731074049927599,not_computed_missing_H_chemical_potential,,,9.211908024773098,16.09732701,4.9161960519,11.1811309481,6.2649348962,9.832392113800001,-17.63,-37.55,-4.05,-11.29,0.0,0.0,0.0,0.012527,13,,50.63,"negative rho (up, down):  1.770E-07 0.000E+00; negative rho (up, down):  1.253E-06 0.000E+00; negative rho (up, down):  8.511E-06 0.000E+00; negative rho (up, down):  1.815E-05 0.000E+00; negative rho (up, down):  2.425E-05 0.000E+00; negative rho (up, down):  2.335E-05 0.000E+00; negative rho (up, down):  2.400E-05 0.000E+00; negative rho (up, down):  2.349E-05 0.000E+00; negative rho (up, down):  2.341E-05 0.000E+00; negative rho (up, down):  2.338E-05 0.000E+00; negative rho (up, down):  2.340E-05 0.000E+00; negative rho (up, down):  2.345E-05 0.000E+00; negative rho (up, down):  2.362E-05 0.000E+00",
results/slabs/C110_1x1_H_6L_SSSP_sym_strain_x_m0p005_scf,C110_1x1_H_6L_SSSP_sym_strain_x_m0p005_scf,JOB DONE,True,False,(110),H,6,scf,C12H4,16,2,12,4,0,C H,C:C.pbe-n-kjpaw_psl.1.0.0.UPF; H:H_ONCV_PBE-1.0.oncvpsp.upf,ok,ecutwfc_below_reference; ecutrho_below_reference,,PBE,SSSP 1.3.0 Precision,3.573641,445.116,-225.93708651,-3074.0306641584075,-14.121067906875,-192.12691650990047,-18.8280905425,-18.434062040006033,-4.728342029927603,not_computed_missing_H_chemical_potential,,,8.985245058964054,16.09732701,4.9161960519,11.1811309481,6.2649348962,9.832392113800001,34.54,51.15,54.82,-2.34,0.0,0.0,0.0,0.003194,13,,48.17,"negative rho (up, down):  1.116E-07 0.000E+00; negative rho (up, down):  1.014E-06 0.000E+00; negative rho (up, down):  8.128E-06 0.000E+00; negative rho (up, down):  1.752E-05 0.000E+00; negative rho (up, down):  2.277E-05 0.000E+00; negative rho (up, down):  2.195E-05 0.000E+00; negative rho (up, down):  2.194E-05 0.000E+00; negative rho (up, down):  2.151E-05 0.000E+00; negative rho (up, down):  2.140E-05 0.000E+00; negative rho (up, down):  2.134E-05 0.000E+00; negative rho (up, down):  2.138E-05 0.000E+00; negative rho (up, down):  2.142E-05 0.000E+00; negative rho (up, down):  2.146E-05 0.000E+00; negative rho (up, down):  2.160E-05 0.000E+00",
results/slabs/C110_1x1_H_6L_SSSP_sym_strain_x_m0p010_scf,C110_1x1_H_6L_SSSP_sym_strain_x_m0p010_scf,JOB DONE,True,False,(110),H,6,scf,C12H4,16,2,12,4,0,C H,C:C.pbe-n-kjpaw_psl.1.0.0.UPF; H:H_ONCV_PBE-1.0.oncvpsp.upf,ok,ecutwfc_below_reference; ecutrho_below_reference,,PBE,SSSP 1.3.0 Precision,3.573641,445.116,-225.93479397,-3073.999472562695,-14.120924623125,-192.12496703516842,-18.8278994975,-18.434062040006033,-4.72604948992759,not_computed_missing_H_chemical_potential,,,8.94009307374313,16.09732701,4.9161960519,11.1811309481,6.2649348962,9.832392113800001,45.89,80.56,58.92,-1.81,0.0,0.0,0.0,0.00666,14,,51.28,"negative rho (up, down):  9.257E-08 0.000E+00; negative rho (up, down):  1.102E-06 0.000E+00; negative rho (up, down):  8.324E-06 0.000E+00; negative rho (up, down):  1.780E-05 0.000E+00; negative rho (up, down):  2.284E-05 0.000E+00; negative rho (up, down):  2.188E-05 0.000E+00; negative rho (up, down):  2.180E-05 0.000E+00; negative rho (up, down):  2.139E-05 0.000E+00; negative rho (up, down):  2.129E-05 0.000E+00; negative rho (up, down):  2.125E-05 0.000E+00; negative rho (up, down):  2.135E-05 0.000E+00; negative rho (up, down):  2.140E-05 0.000E+00; negative rho (up, down):  2.145E-05 0.000E+00; negative rho (up, down):  2.157E-05 0.000E+00",
results/slabs/C110_1x1_H_6L_SSSP_sym_strain_x_p0p000_scf,C110_1x1_H_6L_SSSP_sym_strain_x_p0p000_scf,JOB DONE,True,False,(110),H,6,scf,C12H4,16,2,12,4,0,C H,C:C.pbe-n-kjpaw_psl.1.0.0.UPF; H:H_ONCV_PBE-1.0.oncvpsp.upf,ok,ecutwfc_below_reference; ecutrho_below_reference,,PBE,SSSP 1.3.0 Precision,3.573641,445.116,-225.93841531,-3074.0487434034294,-14.121150956875,-192.12804646271434,-18.828201275833333,-18.434062040006033,-4.729670829927613,not_computed_missing_H_chemical_potential,,,9.03039704418498,16.09732701,4.9161960519,11.1811309481,6.2649348962,9.832392113800001,23.56,22.7,50.85,-2.89,0.0,0.0,0.0,0.000269,13,,49.3,"SCF correction compared to forces is large: reduce conv_thr to get better values; negative rho (up, down):  1.120E-07 0.000E+00; negative rho (up, down):  1.071E-06 0.000E+00; negative rho (up, down):  7.825E-06 0.000E+00; negative rho (up, down):  1.637E-05 0.000E+00; negative rho (up, down):  2.174E-05 0.000E+00; negative rho (up, down):  2.125E-05 0.000E+00; negative rho (up, down):  2.150E-05 0.000E+00; negative rho (up, down):  2.119E-05 0.000E+00; negative rho (up, down):  2.111E-05 0.000E+00; negative rho (up, down):  2.107E-05 0.000E+00; negative rho (up, down):  2.110E-05 0.000E+00; negative rho (up, down):  2.115E-05 0.000E+00; negative rho (up, down):  2.118E-05 0.000E+00; negative rho (up, down):  2.130E-05 0.000E+00",
