n_points,epsilon_min_sampled,epsilon_max_sampled,a_ref_angstrom,fit_method,a0_fit_angstrom,bulk_modulus_gpa,bm3_V0_angstrom3,bm3_a0_angstrom,bm3_B0_gpa,bm3_B0_prime,bm3_E0_ry,bm3_E0_ev,bm3_rms_residual_ry,bm2_a0_angstrom,bm2_B0_gpa,bm2_rms_residual_ry,pquad_epsilon0,pquad_a0_angstrom,pquad_B_gpa,pquad_dP_depsilon_kbar,pquad_rms_residual_kbar,delta_a0_methods_angstrom,delta_B_methods_gpa,consistency_status,legacy_epsilon0_pressure_linear,legacy_a0_pressure_linear_angstrom,legacy_pressure_linear_slope_kbar_per_eps,legacy_pressure_linear_intercept_kbar,legacy_pressure_linear_rms_kbar,legacy_V0_energy_volume_quadratic_angstrom3,legacy_a0_energy_volume_quadratic_angstrom,legacy_bulk_modulus_pv_linear_gpa,legacy_epsilon0_energy_quadratic,legacy_a0_energy_quadratic_angstrom,legacy_E0_energy_quadratic_ry,warnings
5,-0.010013796786684015,0.009998961532184936,3.567024825533852,birch_murnaghan_3rd_order_EV,3.572997470394866,433.6599634692522,45.61399663575447,3.572997470394866,433.6599634692522,3.7436101605662535,-147.47261566492298,-2006.4671527821797,7.281767158382134e-07,3.5729627743458274,433.07829783363957,2.363792490161766e-06,0.0016579133114426586,3.5729386434743513,433.9926361125255,-13019.779083375764,0.08914779461659218,5.882692051484284e-05,0.33267264327326984,consistent,0.0019409719382039922,3.57394832062309,-13284.667810652103,25.7851674288376,3.33024345022306,45.638532594163024,3.573637998958378,445.1755135655827,0.001778279285780686,3.5733679918929644,-147.4726319049858,No point declares ε=0; using median-volume point 'bulk90~eps_+0.000' (V=45.3856 Å³) as the strain reference. Fitted a0 is unaffected by this choice; the reported ε0 is relative to that volume.
